cycle,group,stage,groupName,stageName,population,Dgeneral,DProgExits,DProgEntries,D Treatment,SWIDU dynamics,Scr,CompositePartnerships,Infectiousness
20,2,6,SW Women,AIDS,719.7771,-194.13889,-0,190.8434,-12.633593,3.1065493,0.036775727,48.719997,0.5
20,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
20,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
20,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
20,2,10,SW Women,Late Tx,1366.3735,-95.78487,-68.41776,0,156.5358,5.685131,0.0011121886,48.719997,0.008000001
20,2,11,SW Women,Adv Tx,763.89014,-61.872963,-38.670605,68.41776,18.83338,3.7705014,0.0017208466,48.719997,0.025000006
20,2,12,SW Women,AIDS Tx,925.5293,-91.18628,-0,38.670605,12.633593,5.555764,0.0017838691,48.719997,0.025000006
20,3,0,MSM,Uninfected,822436.8,6874.9453,-7690.6895,0,0,0,0,1.677,0
20,3,1,MSM,Acute,7399.0483,-291.64102,-7291.0254,7690.6895,0,0,0.003326999,1.677,0.16
20,3,2,MSM,Early,20828.176,-1845.9753,-5127.709,7291.0254,0,0,0.004679694,1.677,0.08
20,3,3,MSM,Med,20391.316,-2811.7173,-2008.3695,5127.709,0,0,0.0051550185,1.677,0.09
20,3,4,MSM,Late,5846.584,-1093.0958,-575.31366,2008.3695,-246.51234,0,0.0026252382,1.677,0.16
20,3,5,MSM,Adv,1085.0768,-255.91861,-266.58188,575.31366,-34.063854,0,0.0015205641,1.677,0.5
20,3,6,MSM,AIDS,875.93005,-228.09685,-0,266.58188,-23.297834,0,0.001227404,1.677,0.5
20,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
20,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
20,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
20,3,10,MSM,Late Tx,1694.7982,-115.20456,-82.28897,0,246.51234,0,3.754964e-05,1.677,0.008000001
20,3,11,MSM,Adv Tx,786.3405,-61.608067,-38.505043,82.28897,34.063854,0,5.490752e-05,1.677,0.025000006
20,3,12,MSM,AIDS Tx,776.3659,-75.00938,-0,38.505043,23.297834,0,5.629582e-05,1.677,0.025000006
20,4,0,IDU,Uninfected,30311.836,4542.9165,-6275.935,0,0,1613.3379,0,3.69,0
20,4,1,IDU,Acute,5928.5723,-356.5925,-5943.208,6275.935,0,9.229586,0.058650896,3.69,0.16
20,4,2,IDU,Early,16670.621,-1838.865,-4179.239,5943.208,0,28.56059,0.13948031,3.69,0.08
20,4,3,IDU,Med,16176.821,-2587.02,-1616.8876,4179.239,0,32.614742,0.13798934,3.69,0.09
20,4,4,IDU,Late,4551.95,-949.78973,-452.28082,1616.8876,-196.2219,10.5471,0.044633597,3.69,0.16
20,4,5,IDU,Adv,827.1486,-212.54195,-204.36726,452.28082,-27.824028,2.1319585,0.013365169,3.69,0.5
20,4,6,IDU,AIDS,630.80334,-176.59106,-0,204.36726,-18.614853,2.0242038,0.010130409,3.69,0.5
20,4,7,IDU,Acute Tx,0,0,-0,0,0,0,0,3.69,0.008000001
20,4,8,IDU,Early Tx,0,0,-0,0,0,0,0,3.69,0.0040000007
20,4,9,IDU,Med Tx,0,0,-0,0,0,0,0,3.69,0.004500001
20,4,10,IDU,Late Tx,1229.203,-107.70665,-59.837025,0,196.2219,3.7842793,0.0042626164,3.69,0.008000001
20,4,11,IDU,Adv Tx,533.42505,-52.197704,-26.098852,59.837025,27.824028,2.0835075,0.0020283505,3.69,0.025000006
20,4,12,IDU,AIDS Tx,484.97864,-56.883774,-0,26.098852,18.614853,2.5071914,0.0019221274,3.69,0.025000006
21,0,0,Gen Pop Men,Uninfected,1.5929927e+07,161198.94,-131433.1,0,0,-791.4102,0,1.0949999,0
21,0,1,Gen Pop Men,Acute,126325.83,-5101.6035,-127540.086,131433.1,0,-5.6655755,0.002441434,1.0949999,0.16
21,0,2,Gen Pop Men,Early,384477.75,-35039.34,-97331.49,127540.086,0,-17.465822,0.0036853943,1.0949999,0.08
21,0,3,Gen Pop Men,Med,431986.78,-61650.723,-44036.23,97331.49,0,-20.076897,0.0045238603,1.0949999,0.09
21,0,4,Gen Pop Men,Late,138900.53,-26958.1,-14188.474,44036.23,-5867.3154,-6.5480022,0.0025277678,1.0949999,0.16
21,0,5,Gen Pop Men,Adv,27880.996,-6826.8364,-7111.2876,14188.474,-813.18005,-1.3229997,0.0015825577,1.0949999,0.5
21,0,6,Gen Pop Men,AIDS,25265.34,-6785.6396,-0,7111.2876,-665.29315,-1.2046131,0.0015346452,1.0949999,0.5
21,0,7,Gen Pop Men,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
21,0,8,Gen Pop Men,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
21,0,9,Gen Pop Men,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
21,0,10,Gen Pop Men,Late Tx,49052.64,-3435.38,-2453.8428,0,5867.3154,-2.3063383,4.642962e-05,1.0949999,0.008000001
21,0,11,Gen Pop Men,Adv Tx,24461.766,-1949.048,-1218.155,2453.8428,813.18005,-1.1541439,8.3649946e-05,1.0949999,0.025000006
21,0,12,Gen Pop Men,AIDS Tx,24145.867,-2337.062,-0,1218.155,665.29315,-1.1718352,0.00010573496,1.0949999,0.025000006
21,1,0,Gen Pop Women,Uninfected,1.6596119e+07,135620.5,-74176.22,0,0,-5740.776,0,1.0949999,0
21,1,1,Gen Pop Women,Acute,71264.53,-2895.8057,-72395.14,74176.22,0,-15.884512,0.0012842702,1.0949999,0.16
21,1,2,Gen Pop Women,Early,219608.53,-20081.346,-55781.516,72395.14,0,-49.818977,0.0019600913,1.0949999,0.08
21,1,3,Gen Pop Women,Med,243832.97,-34651.38,-24750.984,55781.516,0,-56.022354,0.0024940078,1.0949999,0.09
21,1,4,Gen Pop Women,Late,77178.51,-14882.572,-7832.933,24750.984,-3168.4663,-17.830698,0.0014284975,1.0949999,0.16
21,1,5,Gen Pop Women,Adv,15567.883,-3797.7283,-3955.9668,7832.933,-331.59573,-3.6263003,0.00089492847,1.0949999,0.5
21,1,6,Gen Pop Women,AIDS,15510.432,-4228.651,-0,3955.9668,-170.29224,-3.7666445,0.00080557266,1.0949999,0.5
21,1,7,Gen Pop Women,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
21,1,8,Gen Pop Women,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
21,1,9,Gen Pop Women,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
21,1,10,Gen Pop Women,Late Tx,29491.057,-2094.401,-1496.0006,0,3168.4663,-7.019194,2.4703495e-05,1.0949999,0.008000001
21,1,11,Gen Pop Women,Adv Tx,17817.084,-1470.7123,-919.19525,1496.0006,331.59573,-4.5086384,3.832215e-05,1.0949999,0.025000006
21,1,12,Gen Pop Women,AIDS Tx,23800.938,-2384.7527,-0,919.19525,170.29224,-6.4575586,3.869492e-05,1.0949999,0.025000006
21,2,0,SW Women,Uninfected,19296.438,-759.3573,-3842.8022,0,0,4914.6646,0,48.719997,0
21,2,1,SW Women,Acute,3706.83,-148.4149,-3710.3728,3842.8022,0,12.442613,0.057963576,48.719997,0.16
21,2,2,SW Women,Early,11082.143,-999.901,-2777.5027,3710.3728,0,39.162796,0.08846915,48.719997,0.08
21,2,3,SW Women,Med,11978.356,-1686.7645,-1204.8319,2777.5027,0,44.132164,0.11257479,48.719997,0.09
21,2,4,SW Women,Late,3747.3167,-718.0487,-377.92038,1204.8319,-154.80084,14.050791,0.06448284,48.719997,0.16
21,2,5,SW Women,Adv,747.1295,-181.17494,-188.72389,377.92038,-18.647524,2.8599215,0.04039864,48.719997,0.5
21,2,6,SW Women,AIDS,707.89716,-190.74092,-0,188.72389,-12.850624,2.98771,0.036366664,48.719997,0.5
21,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
21,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
21,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
21,2,10,SW Women,Late Tx,1362.7697,-95.64615,-68.31868,0,154.80084,5.56007,0.0011152064,48.719997,0.008000001
21,2,11,SW Women,Adv Tx,755.15607,-61.11121,-38.194508,68.31868,18.647524,3.6054463,0.0017300599,48.719997,0.025000006
21,2,12,SW Women,AIDS Tx,893.8661,-87.925285,-0,38.194508,12.850624,5.216975,0.0017469289,48.719997,0.025000006
21,3,0,MSM,Uninfected,821598.5,6964.375,-7802.7104,0,0,0,0,1.677,0
21,3,1,MSM,Acute,7506.7485,-295.9619,-7399.0483,7802.7104,0,0,0.0033759212,1.677,0.16
21,3,2,MSM,Early,21145.645,-1874.5359,-5207.044,7399.0483,0,0,0.0047515756,1.677,0.08
21,3,3,MSM,Med,20704.445,-2854.7844,-2039.1317,5207.044,0,0,0.0052334038,1.677,0.09
21,3,4,MSM,Late,5940.247,-1110.851,-584.6584,2039.1317,-249.95923,0,0.0026675873,1.677,0.16
21,3,5,MSM,Adv,1103.4523,-260.41843,-271.2692,584.6584,-34.59533,0,0.0015471305,1.677,0.5
21,3,6,MSM,AIDS,890.6904,-232.12144,-0,271.2692,-24.387358,0,0.0012489236,1.677,0.5
21,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
21,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
21,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
21,3,10,MSM,Late Tx,1741.3816,-118.63588,-84.739914,0,249.95923,0,3.86638e-05,1.677,0.008000001
21,3,11,MSM,Adv Tx,803.4515,-62.907238,-39.317028,84.739914,34.59533,0,5.6059245e-05,1.677,0.025000006
21,3,12,MSM,AIDS Tx,766.31555,-73.75476,-0,39.317028,24.387358,0,5.534814e-05,1.677,0.025000006
21,4,0,IDU,Uninfected,30225.771,4559.1855,-6262.771,0,0,1617.5216,0,3.69,0
21,4,1,IDU,Acute,5916.164,-355.71436,-5928.5723,6262.771,0,9.107475,0.05857336,3.69,0.16
21,4,2,IDU,Early,16625.89,-1833.7683,-4167.6553,5928.5723,0,28.122005,0.13925277,3.69,0.08
21,4,3,IDU,Med,16170.47,-2588.2913,-1617.6821,4167.6553,0,31.967085,0.13821502,3.69,0.09
21,4,4,IDU,Late,4571.9883,-955.9096,-455.19504,1617.6821,-196.86745,10.327909,0.044972554,3.69,0.16
21,4,5,IDU,Adv,834.5654,-215.05864,-206.78716,455.19504,-28.021807,2.0893786,0.013538888,3.69,0.5
21,4,6,IDU,AIDS,640.3794,-179.77895,-0,206.78716,-19.4157,1.9835477,0.010325082,3.69,0.5
21,4,7,IDU,Acute Tx,0,0,-0,0,0,0,0,3.69,0.008000001
21,4,8,IDU,Early Tx,0,0,-0,0,0,0,0,3.69,0.0040000007
21,4,9,IDU,Med Tx,0,0,-0,0,0,0,0,3.69,0.004500001
21,4,10,IDU,Late Tx,1257.7474,-110.62827,-61.46015,0,196.86745,3.7654626,0.0043832497,3.69,0.008000001
21,4,11,IDU,Adv Tx,544.95056,-53.342506,-26.671253,61.46015,28.021807,2.0573363,0.0020752067,3.69,0.025000006
21,4,12,IDU,AIDS Tx,477.70547,-55.772545,-0,26.671253,19.4157,2.4124188,0.0018867336,3.69,0.025000006
22,0,0,Gen Pop Men,Uninfected,1.5960123e+07,161246.19,-130256.875,0,0,-792.86926,0,1.0949999,0
22,0,1,Gen Pop Men,Acute,125198.234,-5053.033,-126325.83,130256.875,0,-5.606352,0.0024255041,1.0949999,0.16
22,0,2,Gen Pop Men,Early,380063.9,-34603,-96119.44,126325.83,0,-17.228779,0.0036568642,1.0949999,0.08
22,0,3,Gen Pop Men,Med,424409.72,-60478.15,-43198.68,96119.44,0,-19.658882,0.0044796937,1.0949999,0.09
22,0,4,Gen Pop Men,Late,136092.95,-26391.102,-13890.054,43198.68,-5718.711,-6.3963876,0.0024987129,1.0949999,0.16
22,0,5,Gen Pop Men,Adv,27325.562,-6691.4395,-6970.249,13890.054,-782.5057,-1.2939019,0.0015616401,1.0949999,0.5
22,0,6,Gen Pop Men,AIDS,24879.467,-6695.3145,-0,6970.249,-659.6203,-1.1864214,0.0015019102,1.0949999,0.5
22,0,7,Gen Pop Men,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
22,0,8,Gen Pop Men,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
22,0,9,Gen Pop Men,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
22,0,10,Gen Pop Men,Late Tx,48882.734,-3433.6848,-2452.632,0,5718.711,-2.3017023,4.6079796e-05,1.0949999,0.008000001
22,0,11,Gen Pop Men,Adv Tx,24515.717,-1956.9412,-1223.0883,2452.632,782.5057,-1.1576942,8.203657e-05,1.0949999,0.025000006
22,0,12,Gen Pop Men,AIDS Tx,23733.568,-2293.8574,-0,1223.0883,659.6203,-1.1499686,0.00010128983,1.0949999,0.025000006
22,1,0,Gen Pop Women,Uninfected,1.6651901e+07,134598.5,-73056.57,0,0,-5759.494,0,1.0949999,0
22,1,1,Gen Pop Women,Acute,70190.49,-2850.5813,-71264.53,73056.57,0,-15.498027,0.001268887,1.0949999,0.16
22,1,2,Gen Pop Women,Early,216157.5,-19764.77,-54902.133,71264.53,0,-48.65885,0.0019308814,1.0949999,0.08
22,1,3,Gen Pop Women,Med,240160.28,-34136.617,-24383.297,54902.133,0,-54.910538,0.0024405117,1.0949999,0.09
22,1,4,Gen Pop Women,Late,76040.88,-14663.916,-7717.851,24383.297,-3121.6492,-17.507027,0.0013949901,1.0949999,0.16
22,1,5,Gen Pop Women,Adv,15320.948,-3736.292,-3891.9707,7717.851,-332.96707,-3.5558982,0.0008750078,1.0949999,0.5
22,1,6,Gen Pop Women,AIDS,15108,-4110.264,-0,3891.9707,-180.49817,-3.639697,0.00079288066,1.0949999,0.5
22,1,7,Gen Pop Women,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
22,1,8,Gen Pop Women,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
22,1,9,Gen Pop Women,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
22,1,10,Gen Pop Women,Late Tx,29066.902,-2064.374,-1474.5529,0,3121.6492,-6.877214,2.4630115e-05,1.0949999,0.008000001
22,1,11,Gen Pop Women,Adv Tx,17304.05,-1425.3667,-890.8542,1474.5529,332.96707,-4.3317413,3.838191e-05,1.0949999,0.025000006
22,1,12,Gen Pop Women,AIDS Tx,22605.12,-2261.089,-0,890.8542,180.49817,-6.081332,3.7885253e-05,1.0949999,0.025000006
22,2,0,SW Women,Uninfected,19613.762,-771.8575,-3841.4136,0,0,4930.5947,0,48.719997,0
22,2,1,SW Women,Acute,3705.2527,-148.2732,-3706.83,3841.4136,0,12.112286,0.057377383,48.719997,0.16
22,2,2,SW Women,Early,11059.222,-997.3929,-2770.5356,3706.83,0,38.177204,0.087315194,48.719997,0.08
22,2,3,SW Women,Med,11917.29,-1676.9698,-1197.8357,2770.5356,0,43.204002,0.1103676,48.719997,0.09
22,2,4,SW Women,Late,3718.9192,-711.9902,-374.73166,1197.8357,-153.29659,13.785261,0.06308884,48.719997,0.16
22,2,5,SW Women,Adv,740.09265,-179.3111,-186.78238,374.73166,-18.477573,2.8025413,0.03957372,48.719997,0.5
22,2,6,SW Women,AIDS,696.922,-187.59274,-0,186.78238,-13.048206,2.8833866,0.035861116,48.719997,0.5
22,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
22,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
22,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
22,2,10,SW Women,Late Tx,1357.9742,-95.393875,-68.13848,0,153.29659,5.4403934,0.0011139894,48.719997,0.008000001
22,2,11,SW Women,Adv Tx,747.0591,-60.412483,-37.757805,68.13848,18.477573,3.4572356,0.0017360272,48.719997,0.025000006
22,2,12,SW Women,AIDS Tx,864.66046,-84.917274,-0,37.757805,13.048206,4.9056168,0.0017136083,48.719997,0.025000006
22,3,0,MSM,Uninfected,820742.1,7058.2188,-7914.595,0,0,0,0,1.677,0
22,3,1,MSM,Acute,7614.325,-300.26993,-7506.7485,7914.595,0,0,0.0034247488,1.677,0.16
22,3,2,MSM,Early,21462.875,-1903.108,-5286.411,7506.7485,0,0,0.004823561,1.677,0.08
22,3,3,MSM,Med,21021.79,-2898.6223,-2070.4446,5286.411,0,0,0.0053132838,1.677,0.09
22,3,4,MSM,Late,6034.542,-1128.647,-594.0247,2070.4446,-253.47781,0,0.0027100754,1.677,0.16
22,3,5,MSM,Adv,1121.699,-264.82855,-275.86307,594.0247,-35.086327,0,0.0015731873,1.677,0.5
22,3,6,MSM,AIDS,905.1439,-236.03294,-0,275.86307,-25.376635,0,0.0012698537,1.677,0.5
22,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
22,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
22,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
22,3,10,MSM,Late Tx,1785.8936,-121.89671,-87.069084,0,253.47781,0,3.9722894e-05,1.677,0.008000001
22,3,11,MSM,Adv Tx,821.1582,-64.276115,-40.172573,87.069084,35.086327,0,5.7273886e-05,1.677,0.025000006
22,3,12,MSM,AIDS Tx,759.06476,-72.79998,-0,40.172573,25.376635,0,5.462666e-05,1.677,0.025000006
22,4,0,IDU,Uninfected,30169.441,4573.999,-6252.098,0,0,1621.7683,0,3.69,0
22,4,1,IDU,Acute,5906.1206,-354.96985,-5916.164,6252.098,0,8.992093,0.058511086,3.69,0.16
22,4,2,IDU,Early,16584.445,-1828.8479,-4156.4727,5916.164,0,27.71043,0.13902242,3.69,0.08
22,4,3,IDU,Med,16153.985,-2587.2751,-1617.047,4156.4727,0,31.365416,0.13830331,3.69,0.09
22,4,4,IDU,Late,4584.681,-960.11755,-457.19882,1617.047,-197.15573,10.118154,0.045217134,3.69,0.16
22,4,5,IDU,Adv,840.0787,-216.987,-208.64136,457.19882,-28.104507,2.047259,0.013674382,3.69,0.5
22,4,6,IDU,AIDS,648.379,-182.50812,-0,208.64136,-20.076332,1.9427316,0.010492639,3.69,0.5
22,4,7,IDU,Acute Tx,0,0,-0,0,0,0,0,3.69,0.008000001
22,4,8,IDU,Early Tx,0,0,-0,0,0,0,0,3.69,0.0040000007
22,4,9,IDU,Med Tx,0,0,-0,0,0,0,0,3.69,0.004500001
22,4,10,IDU,Late Tx,1282.557,-113.19727,-62.88737,0,197.15573,3.7385225,0.004489665,3.69,0.008000001
22,4,11,IDU,Adv Tx,556.23206,-54.495056,-27.247528,62.88737,28.104507,2.0321999,0.0021222322,3.69,0.025000006
22,4,12,IDU,AIDS Tx,472.41888,-54.93613,-0,27.247528,20.076332,2.325684,0.001860356,3.69,0.025000006
23,0,0,Gen Pop Men,Uninfected,1.5991474e+07,161311.69,-129166.1,0,0,-794.38574,0,1.0949999,0
23,0,1,Gen Pop Men,Acute,124152.62,-5007.929,-125198.234,129166.1,0,-5.551177,0.002410845,1.0949999,0.16
23,0,2,Gen Pop Men,Early,376023.4,-34205.754,-95015.98,125198.234,0,-17.013062,0.003629507,1.0949999,0.08
23,0,3,Gen Pop Men,Med,417548.1,-59417.36,-42440.973,95015.98,0,-19.282007,0.004437458,1.0949999,0.09
23,0,4,Gen Pop Men,Late,133478.14,-25857.66,-13609.296,42440.973,-5582.5796,-6.2544856,0.0024711634,1.0949999,0.16
23,0,5,Gen Pop Men,Adv,26790.682,-6558.1353,-6831.3906,13609.296,-753.38525,-1.2654686,0.0015419119,1.0949999,0.5
23,0,6,Gen Pop Men,AIDS,24465.998,-6593.058,-0,6831.3906,-650.63416,-1.1661677,0.0014717747,1.0949999,0.5
23,0,7,Gen Pop Men,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
23,0,8,Gen Pop Men,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
23,0,9,Gen Pop Men,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
23,0,10,Gen Pop Men,Late Tx,48597.094,-3421.7915,-2444.1367,0,5582.5796,-2.2902298,4.570108e-05,1.0949999,0.008000001
23,0,11,Gen Pop Men,Adv Tx,24525.037,-1961.2573,-1225.7859,2444.1367,753.38525,-1.159038,8.054999e-05,1.0949999,0.025000006
23,0,12,Gen Pop Men,AIDS Tx,23354.17,-2254.689,-0,1225.7859,650.63416,-1.1299882,9.719041e-05,1.0949999,0.025000006
23,1,0,Gen Pop Women,Uninfected,1.6707763e+07,133640.56,-72000.48,0,0,-5778.2256,0,1.0949999,0
23,1,1,Gen Pop Women,Acute,69177.734,-2807.6196,-70190.49,72000.48,0,-15.126358,0.0012544167,1.0949999,0.16
23,1,2,Gen Pop Women,Early,212806.94,-19454.176,-54039.375,70190.49,0,-47.509537,0.0019039436,1.0949999,0.08
23,1,3,Gen Pop Women,Med,236507.4,-33622.44,-24016.03,54039.375,0,-53.77826,0.0023917179,1.0949999,0.09
23,1,4,Gen Pop Women,Late,74912.51,-14447.768,-7604.0884,24016.03,-3075.3716,-17.179472,0.0013633826,1.0949999,0.16
23,1,5,Gen Pop Women,Adv,15080.839,-3677.0278,-3830.237,7604.0884,-333.44614,-3.4868984,0.00085543655,1.0949999,0.5
23,1,6,Gen Pop Women,AIDS,14740.819,-4003.6199,-0,3830.237,-190.27203,-3.526044,0.0007788224,1.0949999,0.5
23,1,7,Gen Pop Women,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
23,1,8,Gen Pop Women,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
23,1,9,Gen Pop Women,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
23,1,10,Gen Pop Women,Late Tx,28647.506,-2034.6832,-1453.3451,0,3075.3716,-6.7400036,2.4483512e-05,1.0949999,0.008000001
23,1,11,Gen Pop Women,Adv Tx,16837.143,-1384.324,-865.2026,1453.3451,333.44614,-4.1720834,3.8370436e-05,1.0949999,0.025000006
23,1,12,Gen Pop Women,AIDS Tx,21507.371,-2147.4863,-0,865.2026,190.27203,-5.7359686,3.714518e-05,1.0949999,0.025000006
23,2,0,SW Women,Uninfected,19933.762,-784.5505,-3841.9858,0,0,4946.536,0,48.719997,0
23,2,1,SW Women,Acute,3705.5696,-148.2101,-3705.2527,3841.9858,0,11.794017,0.05682285,48.719997,0.16
23,2,2,SW Women,Early,11041.538,-995.33,-2764.8054,3705.2527,0,37.199196,0.08624848,48.719997,0.08
23,2,3,SW Women,Med,11864.2,-1668.4207,-1191.729,2764.8054,0,42.254864,0.10835095,48.719997,0.09
23,2,4,SW Women,Late,3693.68,-706.59467,-371.89194,1191.729,-151.99661,13.514968,0.061767563,48.719997,0.16
23,2,5,SW Women,Adv,733.7571,-177.62224,-185.02316,371.89194,-18.328157,2.7460532,0.038756445,48.719997,0.5
23,2,6,SW Women,AIDS,686.82135,-184.68433,-0,185.02316,-13.229588,2.7900953,0.035287097,48.719997,0.5
23,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
23,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
23,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
23,2,10,SW Women,Late Tx,1352.3391,-95.0582,-67.89871,0,151.99661,5.325135,0.0011093036,48.719997,0.008000001
23,2,11,SW Women,Adv Tx,739.4918,-59.764725,-37.352955,67.89871,18.328157,3.3235679,0.0017385595,48.719997,0.025000006
23,2,12,SW Women,AIDS Tx,837.72015,-82.142746,-0,37.352955,13.229588,4.619885,0.0016830926,48.719997,0.025000006
23,3,0,MSM,Uninfected,819871.75,7156.1406,-8026.494,0,0,0,0,1.677,0
23,3,1,MSM,Acute,7721.921,-304.573,-7614.325,8026.494,0,0,0.0034735606,1.677,0.16
23,3,2,MSM,Early,21779.822,-1931.6588,-5365.7188,7614.325,0,0,0.004895549,1.677,0.08
23,3,3,MSM,Med,21342.277,-2943.0505,-2102.179,5365.7188,0,0,0.0053943074,1.677,0.09
23,3,4,MSM,Late,6129.624,-1146.563,-603.4542,2102.179,-257.07977,0,0.0027528831,1.677,0.16
23,3,5,MSM,Adv,1139.9647,-269.20776,-280.42474,603.4542,-35.555992,0,0.0015990788,1.677,0.5
23,3,6,MSM,AIDS,919.4249,-239.86313,-0,280.42474,-26.280579,0,0.0012903607,1.677,0.5
23,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
23,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
23,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
23,3,10,MSM,Late Tx,1828.6661,-125.01255,-89.29468,0,257.07977,0,4.0735133e-05,1.677,0.008000001
23,3,11,MSM,Adv Tx,839.2583,-65.69266,-41.05791,89.29468,35.555992,0,5.853161e-05,1.677,0.025000006
23,3,12,MSM,AIDS Tx,754.2921,-72.11115,-0,41.05791,26.280579,0,5.4105632e-05,1.677,0.025000006
23,4,0,IDU,Uninfected,30139.129,4587.5654,-6243.953,0,0,1626.0757,0,3.69,0
23,4,1,IDU,Acute,5898.469,-354.36725,-5906.1206,6243.953,0,8.883518,0.058462672,3.69,0.16
23,4,2,IDU,Early,16547.488,-1824.289,-4146.1113,5906.1206,0,27.323402,0.13879673,3.69,0.08
23,4,3,IDU,Med,16130.866,-2584.6377,-1615.3986,4146.1113,0,30.8054,0.13828275,3.69,0.09
23,4,4,IDU,Late,4591.577,-962.7831,-458.4681,1615.3986,-197.17014,9.918989,0.045382187,3.69,0.16
23,4,5,IDU,Adv,844.01483,-218.42044,-210.01967,458.4681,-28.098131,2.0063136,0.013776716,3.69,0.5
23,4,6,IDU,AIDS,654.9043,-184.78802,-0,210.01967,-20.60848,1.9021163,0.010632971,3.69,0.5
23,4,7,IDU,Acute Tx,0,0,-0,0,0,0,0,3.69,0.008000001
23,4,8,IDU,Early Tx,0,0,-0,0,0,0,0,3.69,0.0040000007
23,4,9,IDU,Med Tx,0,0,-0,0,0,0,0,3.69,0.004500001
23,4,10,IDU,Late Tx,1303.8743,-115.43014,-64.12785,0,197.17014,3.7050982,0.004582216,3.69,0.008000001
23,4,11,IDU,Adv Tx,567.03076,-55.623207,-27.811604,64.12785,28.098131,2.0075536,0.0021680547,3.69,0.025000006
23,4,12,IDU,AIDS Tx,468.75687,-54.32817,-0,27.811604,20.60848,2.2460713,0.0018413719,3.69,0.025000006
24,0,0,Gen Pop Men,Uninfected,1.6023918e+07,161396.19,-128156.7,0,0,-795.957,0,1.0949999,0
24,0,1,Gen Pop Men,Acute,123185.1,-4966.1045,-124152.62,128156.7,0,-5.499814,0.0023974804,1.0949999,0.16
24,0,2,Gen Pop Men,Early,372311.25,-33842.11,-94005.85,124152.62,0,-16.815472,0.0036035823,1.0949999,0.08
24,0,3,Gen Pop Men,Med,411323.47,-58456.734,-41754.81,94005.85,0,-18.9417,0.004397042,1.0949999,0.09
24,0,4,Gen Pop Men,Late,131059.19,-25360.846,-13347.814,41754.81,-5458.98,-6.1229177,0.0024449509,1.0949999,0.16
24,0,5,Gen Pop Men,Adv,26283.416,-6429.7637,-6697.6704,13347.814,-726.40814,-1.2382523,0.0015232764,1.0949999,0.5
24,0,6,Gen Pop Men,AIDS,24039.588,-6483.4893,-0,6697.6704,-639.4457,-1.1447114,0.0014439141,1.0949999,0.5
